,cause,num_incident
96195,No mediate cause,2010S004714
96196,No mediate cause,2010S006298
96197,No mediate cause,2010S002386
96198,No mediate cause,2010S005101
96199,No mediate cause,2010S003902
96200,No mediate cause,2010S003914
96201,No mediate cause,2010S002581
96202,No mediate cause,2010S005386
96203,No mediate cause,2010S008305
96204,No mediate cause,2010S007882
96205,No mediate cause,2010S003068
96206,No mediate cause,2010S000023
96207,No mediate cause,2010S005494
96208,No mediate cause,2010S007586
96209,No mediate cause,2010S008219
96210,No mediate cause,2010S005615
96211,No mediate cause,2010S001998
96212,No mediate cause,2010S001432
96213,No mediate cause,2010S006751
96214,No mediate cause,2010S003368
96215,No mediate cause,2010S002294
96216,No mediate cause,2010S004368
96217,No mediate cause,2010S006487
96218,No mediate cause,2010S006099
96219,Road_damaged,2010S000064
96220,No mediate cause,2010S008577
96221,No mediate cause,2010S006583
96222,No mediate cause,2010S004144
96223,No mediate cause,2010S008928
96224,No mediate cause,2010S004303
96225,No mediate cause,2010S008279
96226,No mediate cause,2010S002989
96227,No mediate cause,2010S000620
96228,No mediate cause,2010S001740
96229,No mediate cause,2010S005205
96230,No mediate cause,2010S008516
96231,No mediate cause,2010S000123
96232,Road_damaged,2010S007247
96233,DrunkDriving,2010S004801
96234,No mediate cause,2010S001860
96235,No mediate cause,2010S006465
96236,No mediate cause,2010S006558
96237,No mediate cause,2010S004241
96238,No mediate cause,2010S005678
96239,No mediate cause,2010S004205
96240,No mediate cause,2010S004141
96241,No mediate cause,2010S003687
96242,No mediate cause,2010S004938
96243,No mediate cause,2010S000176
96244,No mediate cause,2010S007911
96245,DrunkDriving,2010S005608
96246,No mediate cause,2010S001984
96247,No mediate cause,2010S005256
96248,No mediate cause,2010S007567
96249,No mediate cause,2010S004338
96250,No mediate cause,2010S001256
96251,No mediate cause,2010S003872
96252,No mediate cause,2010S002132
96253,No mediate cause,2010S004336
96254,No mediate cause,2010S007176
96255,No mediate cause,2010S003602
96256,No mediate cause,2010S003987
96257,No mediate cause,2010S002443
96258,No mediate cause,2010S001112
96259,No mediate cause,2010S001285
96260,DrunkDriving,2010S005744
96261,No mediate cause,2010S001765
96262,No mediate cause,2010S003537
96263,Speeding,2010S000373
96264,No mediate cause,2010S003607
96265,No mediate cause,2010S006504
96266,No mediate cause,2010S008370
96267,No mediate cause,2010S000585
96268,No mediate cause,2010S002951
96269,No mediate cause,2010S002604
96270,No mediate cause,2010S006628
96271,No mediate cause,2010S005116
96272,No mediate cause,2010S004380
96273,No mediate cause,2010S007145
96274,No mediate cause,2010S004077
96275,No mediate cause,2010S004867
96276,No mediate cause,2010S002988
96277,No mediate cause,2010S006218
96278,No mediate cause,2010S000593
96279,No mediate cause,2010S006873
96280,No mediate cause,2010S005393
96281,Speeding,2010S007863
96282,No mediate cause,2010S007141
96283,Speeding,2010S005836
96284,No mediate cause,2010S000317
96285,No mediate cause,2010S004803
96286,No mediate cause,2010S003442
96287,No mediate cause,2010S007733
96288,DrunkDriving,2010S005161
96289,No mediate cause,2010S004962
96290,No mediate cause,2010S004817
96291,No mediate cause,2010S007407
96292,No mediate cause,2010S000400
96293,No mediate cause,2010S004992
96294,No mediate cause,2010S006012
96295,Road_damaged,2010S001647
96296,No mediate cause,2010S000804
96297,No mediate cause,2010S000102
96298,No mediate cause,2010S006049
96299,No mediate cause,2010S004750
96300,No mediate cause,2010S000936
96301,No mediate cause,2010S004896
96302,Speeding,2010S007932
96303,No mediate cause,2010S000461
96304,No mediate cause,2010S001076
96305,No mediate cause,2010S006817
96306,No mediate cause,2010S000192
96307,No mediate cause,2010S000785
96308,No mediate cause,2010S007332
96309,No mediate cause,2010S005026
96310,No mediate cause,2010S005445
96311,No mediate cause,2010S005728
96312,No mediate cause,2010S006086
96313,No mediate cause,2010S004413
96314,No mediate cause,2010S004360
96315,No mediate cause,2010S004290
96316,No mediate cause,2010S005559
96317,No mediate cause,2010S007361
96318,No mediate cause,2010S005492
96319,No mediate cause,2010S000693
96320,No mediate cause,2010S006884
96321,No mediate cause,2010S005793
96322,No mediate cause,2010S003173
96323,No mediate cause,2010S006045
96324,No mediate cause,2010S008682
96325,No mediate cause,2010S004282
96326,No mediate cause,2010S004781
96327,No mediate cause,2010S001224
96328,No mediate cause,2010S007496
96329,No mediate cause,2010S007399
96330,No mediate cause,2010S000897
96331,No mediate cause,2010S006264
96332,No mediate cause,2010S007114
96333,No mediate cause,2010S006988
96334,No mediate cause,2010S005222
96335,No mediate cause,2010S003232
96336,No mediate cause,2010S006960
96337,No mediate cause,2010S007169
96338,No mediate cause,2010S007081
96339,No mediate cause,2010S008914
96340,No mediate cause,2010S006135
96341,No mediate cause,2010S000359
96342,No mediate cause,2010S007935
96343,Road_damaged,2010S003316
96344,No mediate cause,2010S003266
96345,No mediate cause,2010S005195
96346,No mediate cause,2010S005450
96347,No mediate cause,2010S000618
96348,No mediate cause,2010S004427
96349,No mediate cause,2010S005473
96350,No mediate cause,2010S008354
96351,No mediate cause,2010S004673
96352,No mediate cause,2010S003572
96353,No mediate cause,2010S006617
96354,No mediate cause,2010S004618
96355,No mediate cause,2010S002566
96356,Speeding,2010S001444
96357,No mediate cause,2010S001446
96358,No mediate cause,2010S000034
96359,No mediate cause,2010S004755
96360,No mediate cause,2010S004454
96361,No mediate cause,2010S008218
96362,No mediate cause,2010S004608
96363,No mediate cause,2010S003697
96364,No mediate cause,2010S008701
96365,No mediate cause,2010S008922
96366,No mediate cause,2010S002137
96367,No mediate cause,2010S000089
96368,No mediate cause,2010S004019
96369,No mediate cause,2010S004653
96370,No mediate cause,2010S005392
96371,No mediate cause,2010S002833
96372,No mediate cause,2010S003041
96373,No mediate cause,2010S002770
96374,No mediate cause,2010S007235
96375,No mediate cause,2010S006503
96376,No mediate cause,2010S005920
96377,No mediate cause,2010S005713
96378,No mediate cause,2010S003120
96379,No mediate cause,2010S001754
96380,No mediate cause,2010S001156
96381,No mediate cause,2010S005784
96382,No mediate cause,2010S001862
96383,No mediate cause,2010S000636
96384,No mediate cause,2010S002698
96385,No mediate cause,2010S003226
96386,No mediate cause,2010S000179
96387,No mediate cause,2010S006620
96388,DrunkDriving,2010S005182
96389,DrunkDriving,2010S000154
96390,No mediate cause,2010S000344
96391,No mediate cause,2010S006381
96392,No mediate cause,2010S008205
96393,No mediate cause,2010S002387
96394,No mediate cause,2010S008146
96395,No mediate cause,2010S004396
96396,No mediate cause,2010S005314
96397,No mediate cause,2010S003723
96398,No mediate cause,2010S002529
96399,Speeding,2010S000673
96400,No mediate cause,2010S001180
96401,No mediate cause,2010S000029
96402,No mediate cause,2010S004606
96403,No mediate cause,2010S002470
96404,No mediate cause,2010S005485
96405,No mediate cause,2010S000529
96406,No mediate cause,2010S001492
96407,No mediate cause,2010S007594
96408,No mediate cause,2010S000582
96409,No mediate cause,2010S007350
96410,No mediate cause,2010S007042
96411,No mediate cause,2010S006725
96412,No mediate cause,2010S000429
96413,No mediate cause,2010S002072
96414,DrunkDriving,2010S000568
96415,DrunkDriving,2010S007578
96416,No mediate cause,2010S006692
96417,No mediate cause,2010S008846
96418,No mediate cause,2010S008216
96419,No mediate cause,2010S005103
96420,No mediate cause,2010S008302
96421,DrunkDriving,2010S003288
96422,No mediate cause,2010S002214
96423,No mediate cause,2010S004633
96424,No mediate cause,2010S002668
96425,No mediate cause,2010S004760
96426,No mediate cause,2010S006385
96427,No mediate cause,2010S004861
96428,No mediate cause,2010S000905
96429,No mediate cause,2010S002011
96430,DrunkDriving,2010S008942
96431,No mediate cause,2010S000290
96432,No mediate cause,2010S003243
96433,No mediate cause,2010S003511
96434,No mediate cause,2010S001070
96435,No mediate cause,2010S007525
96436,No mediate cause,2010S005620
96437,No mediate cause,2010S005475
96438,No mediate cause,2010S004267
96439,No mediate cause,2010S003152
96440,No mediate cause,2010S005949
96441,No mediate cause,2010S006734
96442,No mediate cause,2010S008646
96443,No mediate cause,2010S008463
96444,No mediate cause,2010S005243
96445,No mediate cause,2010S001056
96446,No mediate cause,2010S006985
96447,No mediate cause,2010S002383
96448,No mediate cause,2010S000898
96449,No mediate cause,2010S003791
96450,No mediate cause,2010S006164
96451,No mediate cause,2010S002548
96452,No mediate cause,2010S002138
96453,No mediate cause,2010S006279
96454,Speeding,2010S006642
96455,No mediate cause,2010S008751
96456,Speeding,2010S008606
96457,No mediate cause,2010S009018
96458,No mediate cause,2010S001435
96459,No mediate cause,2010S003628
96460,No mediate cause,2010S000539
96461,No mediate cause,2010S003470
96462,No mediate cause,2010S002135
96463,No mediate cause,2010S005014
96464,No mediate cause,2010S008517
96465,Road_damaged,2010S005179
96466,No mediate cause,2010S002101
96467,DrunkDriving,2010S007449
96468,No mediate cause,2010S006144
96469,No mediate cause,2010S004489
96470,No mediate cause,2010S003427
96471,No mediate cause,2010S008042
96472,No mediate cause,2010S002107
96473,No mediate cause,2010S003129
96474,DrunkDriving,2010S001560
96475,No mediate cause,2010S007938
96476,No mediate cause,2010S001332
96477,No mediate cause,2010S000432
96478,No mediate cause,2010S003468
96479,No mediate cause,2010S003936
96480,No mediate cause,2010S001603
96481,No mediate cause,2010S008485
96482,No mediate cause,2010S007588
96483,No mediate cause,2010S007056
96484,No mediate cause,2010S002986
96485,No mediate cause,2010S005510
96486,No mediate cause,2010S001594
96487,No mediate cause,2010S004503
96488,No mediate cause,2010S007456
96489,No mediate cause,2010S001139
96490,No mediate cause,2010S005538
96491,No mediate cause,2010S007486
96492,No mediate cause,2010S000920
96493,No mediate cause,2010S007994
96494,No mediate cause,2010S002136
96495,No mediate cause,2010S004802
96496,No mediate cause,2010S000454
96497,No mediate cause,2010S003160
96498,No mediate cause,2010S008748
96499,No mediate cause,2010S003651
96500,DrunkDriving,2010S002222
96501,No mediate cause,2010S007063
96502,No mediate cause,2010S004097
96503,No mediate cause,2010S007178
96504,No mediate cause,2010S005682
96505,No mediate cause,2010S000633
96506,No mediate cause,2010S008235
96507,No mediate cause,2010S007009
96508,No mediate cause,2010S003323
96509,DrunkDriving,2010S006311
96510,No mediate cause,2010S006373
96511,DrunkDriving,2010S003258
96512,No mediate cause,2010S007781
96513,No mediate cause,2010S004766
96514,No mediate cause,2010S006878
96515,No mediate cause,2010S008542
96516,No mediate cause,2010S006976
96517,DrunkDriving,2010S008932
96518,No mediate cause,2010S002308
96519,No mediate cause,2010S006792
96520,No mediate cause,2010S000523
96521,No mediate cause,2010S007750
96522,No mediate cause,2010S007204
96523,No mediate cause,2010S003411
96524,No mediate cause,2010S007870
96525,No mediate cause,2010S004811
96526,Speeding,2010S001964
96527,No mediate cause,2010S006763
96528,No mediate cause,2010S000534
96529,No mediate cause,2010S006063
96530,No mediate cause,2010S003861
96531,No mediate cause,2010S001109
96532,No mediate cause,2010S007078
96533,No mediate cause,2010S009013
96534,No mediate cause,2010S001178
96535,No mediate cause,2010S007419
96536,No mediate cause,2010S004317
96537,No mediate cause,2010S000339
96538,No mediate cause,2010S002001
96539,No mediate cause,2010S008331
96540,No mediate cause,2010S002461
96541,No mediate cause,2010S004945
96542,No mediate cause,2010S000944
96543,No mediate cause,2010S003721
96544,No mediate cause,2010S003157
96545,DrunkDriving,2010S005408
96546,No mediate cause,2010S002847
96547,No mediate cause,2010S002111
96548,No mediate cause,2010S000762
96549,No mediate cause,2010S000052
96550,No mediate cause,2010S007497
96551,No mediate cause,2010S007180
96552,No mediate cause,2010S002756
96553,DrunkDriving,2010S005675
96554,No mediate cause,2010S005455
96555,No mediate cause,2010S003099
96556,No mediate cause,2010S005146
96557,No mediate cause,2010S006700
96558,No mediate cause,2010S003801
96559,No mediate cause,2010S004882
96560,No mediate cause,2010S003796
96561,No mediate cause,2010S008350
96562,No mediate cause,2010S002734
96563,No mediate cause,2010S000531
96564,No mediate cause,2010S002576
96565,No mediate cause,2010S008430
96566,DrunkDriving,2010S005345
96567,No mediate cause,2010S008151
96568,No mediate cause,2010S001241
96569,No mediate cause,2010S005268
96570,No mediate cause,2010S005954
96571,No mediate cause,2010S000650
96572,No mediate cause,2010S001532
96573,No mediate cause,2010S001197
96574,No mediate cause,2010S001584
96575,No mediate cause,2010S002004
96576,No mediate cause,2010S005348
96577,No mediate cause,2010S001679
96578,No mediate cause,2010S002397
96579,No mediate cause,2010S000271
96580,No mediate cause,2010S005807
96581,No mediate cause,2010S007855
96582,No mediate cause,2010S001854
96583,No mediate cause,2010S001696
96584,No mediate cause,2010S004657
96585,No mediate cause,2010S008065
96586,No mediate cause,2010S007070
96587,No mediate cause,2010S006403
96588,No mediate cause,2010S008399
96589,No mediate cause,2010S003399
96590,No mediate cause,2010S008715
96591,No mediate cause,2010S005023
96592,No mediate cause,2010S007021
96593,No mediate cause,2010S007705
96594,No mediate cause,2010S001331
96595,No mediate cause,2010S009038
96596,No mediate cause,2010S004305
96597,No mediate cause,2010S007043
96598,No mediate cause,2010S005419
96599,No mediate cause,2010S008045
96600,No mediate cause,2010S006241
96601,No mediate cause,2010S007587
96602,No mediate cause,2010S005374
96603,No mediate cause,2010S001189
96604,No mediate cause,2010S005200
96605,No mediate cause,2010S003999
96606,No mediate cause,2010S001723
96607,No mediate cause,2010S005117
96608,No mediate cause,2010S005365
96609,No mediate cause,2010S001905
96610,No mediate cause,2010S004597
96611,No mediate cause,2010S004183
96612,No mediate cause,2010S004481
96613,No mediate cause,2010S005525
96614,No mediate cause,2010S007814
96615,No mediate cause,2010S002189
96616,No mediate cause,2010S005776
96617,No mediate cause,2010S008887
96618,No mediate cause,2010S002128
96619,No mediate cause,2010S000714
96620,No mediate cause,2010S006683
96621,No mediate cause,2010S007083
96622,No mediate cause,2010S007455
96623,No mediate cause,2010S005911
96624,No mediate cause,2010S001272
96625,No mediate cause,2010S009053
96626,No mediate cause,2010S008541
96627,No mediate cause,2010S007123
96628,No mediate cause,2010S004546
96629,No mediate cause,2010S000428
96630,No mediate cause,2010S003862
96631,DrunkDriving,2010S001247
96632,No mediate cause,2010S002440
96633,No mediate cause,2010S000632
96634,No mediate cause,2010S000040
96635,No mediate cause,2010S005933
96636,DrunkDriving,2010S000345
96637,No mediate cause,2010S007701
96638,No mediate cause,2010S007596
96639,No mediate cause,2010S003193
96640,No mediate cause,2010S008183
96641,DrunkDriving,2010S000032
96642,No mediate cause,2010S004922
96643,No mediate cause,2010S007010
96644,No mediate cause,2010S006290
96645,No mediate cause,2010S004671
96646,No mediate cause,2010S005657
96647,No mediate cause,2010S007667
96648,No mediate cause,2010S002699
96649,No mediate cause,2010S001575
96650,No mediate cause,2010S005667
96651,No mediate cause,2010S005672
96652,No mediate cause,2010S005114
96653,No mediate cause,2010S005115
96654,No mediate cause,2010S008569
96655,No mediate cause,2010S007273
96656,No mediate cause,2010S008868
96657,No mediate cause,2010S007398
96658,No mediate cause,2010S008575
96659,No mediate cause,2010S003386
96660,No mediate cause,2010S008478
96661,No mediate cause,2010S006359
96662,No mediate cause,2010S005089
96663,No mediate cause,2010S003158
96664,No mediate cause,2010S001698
96665,No mediate cause,2010S000259
96666,No mediate cause,2010S000671
96667,No mediate cause,2010S001290
96668,No mediate cause,2010S001048
96669,No mediate cause,2010S005065
96670,No mediate cause,2010S007673
96671,DrunkDriving,2010S005716
96672,No mediate cause,2010S000039
96673,No mediate cause,2010S004401
96674,DrunkDriving,2010S001983
96675,No mediate cause,2010S007428
96676,No mediate cause,2010S007576
96677,No mediate cause,2010S004140
96678,Speeding,2010S000409
96679,No mediate cause,2010S006589
96680,No mediate cause,2010S001640
96681,No mediate cause,2010S005823
96682,No mediate cause,2010S000678
96683,No mediate cause,2010S000381
96684,No mediate cause,2010S002826
96685,No mediate cause,2010S000106
96686,No mediate cause,2010S002375
96687,No mediate cause,2010S005721
96688,No mediate cause,2010S005580
96689,No mediate cause,2010S005647
96690,No mediate cause,2010S007374
96691,No mediate cause,2010S006214
96692,No mediate cause,2010S003057
96693,No mediate cause,2010S004924
96694,No mediate cause,2010S005340
96695,No mediate cause,2010S002846
96696,No mediate cause,2010S007048
96697,No mediate cause,2010S007158
96698,No mediate cause,2010S006252
96699,No mediate cause,2010S004902
96700,No mediate cause,2010S006703
96701,No mediate cause,2010S002280
96702,No mediate cause,2010S006287
96703,Speeding,2010S000352
96704,No mediate cause,2010S000681
96705,No mediate cause,2010S007271
96706,No mediate cause,2010S005669
96707,No mediate cause,2010S000895
96708,No mediate cause,2010S001016
96709,No mediate cause,2010S004287
96710,No mediate cause,2010S000069
96711,No mediate cause,2010S001327
96712,No mediate cause,2010S005227
96713,No mediate cause,2010S004897
96714,No mediate cause,2010S002654
96715,No mediate cause,2010S001904
96716,Road_damaged,2010S002342
96717,No mediate cause,2010S004682
96718,No mediate cause,2010S001931
96719,No mediate cause,2010S000415
96720,No mediate cause,2010S008869
96721,No mediate cause,2010S007577
96722,No mediate cause,2010S004857
96723,No mediate cause,2010S006663
96724,No mediate cause,2010S003171
96725,No mediate cause,2010S004743
96726,No mediate cause,2010S001496
96727,No mediate cause,2010S005234
96728,No mediate cause,2010S004563
96729,DrunkDriving,2010S000886
96730,No mediate cause,2010S006622
96731,No mediate cause,2010S006769
96732,No mediate cause,2010S008523
96733,No mediate cause,2010S008179
96734,No mediate cause,2010S002971
96735,No mediate cause,2010S007032
96736,No mediate cause,2010S002672
96737,No mediate cause,2010S002821
96738,No mediate cause,2010S005396
96739,No mediate cause,2010S005601
96740,No mediate cause,2010S000158
96741,No mediate cause,2010S007672
96742,No mediate cause,2010S002743
96743,No mediate cause,2010S008642
96744,No mediate cause,2010S007888
96745,No mediate cause,2010S008339
96746,No mediate cause,2010S003142
96747,No mediate cause,2010S007080
96748,No mediate cause,2010S001079
96749,No mediate cause,2010S000496
96750,DrunkDriving,2010S007209
96751,No mediate cause,2010S005809
96752,No mediate cause,2010S000261
96753,No mediate cause,2010S000736
96754,No mediate cause,2010S007390
96755,No mediate cause,2010S001184
96756,No mediate cause,2010S002489
96757,No mediate cause,2010S007686
96758,No mediate cause,2010S002357
96759,No mediate cause,2010S002563
96760,No mediate cause,2010S003355
96761,No mediate cause,2010S001791
96762,No mediate cause,2010S000843
96763,No mediate cause,2010S003984
96764,DrunkDriving,2010S005063
96765,No mediate cause,2010S007722
96766,No mediate cause,2010S002227
96767,No mediate cause,2010S005358
96768,No mediate cause,2010S005211
96769,No mediate cause,2010S004733
96770,No mediate cause,2010S007073
96771,No mediate cause,2010S003614
96772,No mediate cause,2010S001955
96773,No mediate cause,2010S004705
96774,DrunkDriving,2010S004692
96775,No mediate cause,2010S003884
96776,No mediate cause,2010S003519
96777,No mediate cause,2010S004614
96778,No mediate cause,2010S007724
96779,No mediate cause,2010S000051
96780,No mediate cause,2010S005151
96781,No mediate cause,2010S004055
96782,No mediate cause,2010S000676
96783,No mediate cause,2010S004941
96784,No mediate cause,2010S001148
96785,No mediate cause,2010S004888
96786,DrunkDriving,2010S008897
96787,No mediate cause,2010S000758
96788,DrunkDriving,2010S006879
96789,No mediate cause,2010S008233
96790,No mediate cause,2010S001421
96791,No mediate cause,2010S007192
96792,DrunkDriving,2010S005284
96793,No mediate cause,2010S001050
96794,DrunkDriving,2010S007191
96795,No mediate cause,2010S002216
96796,No mediate cause,2010S003584
96797,No mediate cause,2010S000603
96798,No mediate cause,2010S001972
96799,No mediate cause,2010S007830
96800,No mediate cause,2010S001861
96801,No mediate cause,2010S008850
96802,No mediate cause,2010S008906
96803,No mediate cause,2010S005789
96804,No mediate cause,2010S007006
96805,No mediate cause,2010S006621
96806,DrunkDriving,2010S005094
96807,No mediate cause,2010S008506
96808,No mediate cause,2010S007979
96809,No mediate cause,2010S000379
96810,No mediate cause,2010S000243
96811,No mediate cause,2010S000380
96812,No mediate cause,2010S002509
96813,No mediate cause,2010S003457
96814,No mediate cause,2010S000833
96815,No mediate cause,2010S005317
96816,No mediate cause,2010S001342
96817,No mediate cause,2010S007629
96818,No mediate cause,2010S004529
96819,No mediate cause,2010S003240
96820,No mediate cause,2010S000004
96821,No mediate cause,2010S000233
96822,No mediate cause,2010S008088
96823,No mediate cause,2010S002161
96824,No mediate cause,2010S002513
96825,No mediate cause,2010S003400
96826,No mediate cause,2010S006285
96827,No mediate cause,2010S002109
96828,No mediate cause,2010S005378
96829,No mediate cause,2010S003454
96830,No mediate cause,2010S008501
96831,No mediate cause,2010S005337
96832,No mediate cause,2010S005483
96833,No mediate cause,2010S006463
96834,No mediate cause,2010S007696
96835,No mediate cause,2010S005092
96836,No mediate cause,2010S006166
96837,No mediate cause,2010S003337
96838,No mediate cause,2010S004154
96839,No mediate cause,2010S004446
96840,No mediate cause,2010S007490
96841,No mediate cause,2010S003490
96842,No mediate cause,2010S005067
96843,No mediate cause,2010S005983
96844,No mediate cause,2010S003945
96845,DrunkDriving,2010S000966
96846,No mediate cause,2010S003264
96847,No mediate cause,2010S001493
96848,No mediate cause,2010S007485
96849,No mediate cause,2010S007330
96850,No mediate cause,2010S006340
96851,No mediate cause,2010S001174
96852,No mediate cause,2010S004530
96853,No mediate cause,2010S003198
96854,No mediate cause,2010S007016
96855,No mediate cause,2010S004423
96856,No mediate cause,2010S006109
96857,No mediate cause,2010S000555
96858,No mediate cause,2010S002888
96859,No mediate cause,2010S008961
96860,DrunkDriving,2010S003186
96861,No mediate cause,2010S006760
96862,No mediate cause,2010S004125
96863,No mediate cause,2010S008388
96864,No mediate cause,2010S002320
96865,Speeding,2010S007216
96866,No mediate cause,2010S006038
96867,No mediate cause,2010S001091
96868,No mediate cause,2010S004889
96869,No mediate cause,2010S001832
96870,No mediate cause,2010S004203
96871,Speeding,2010S005363
96872,No mediate cause,2010S006183
96873,No mediate cause,2010S004273
96874,No mediate cause,2010S005827
96875,No mediate cause,2010S004686
96876,No mediate cause,2010S004965
96877,No mediate cause,2010S002105
96878,No mediate cause,2010S002059
96879,No mediate cause,2010S004716
96880,No mediate cause,2010S008167
96881,DrunkDriving,2010S006863
96882,No mediate cause,2010S000333
96883,No mediate cause,2010S000182
96884,No mediate cause,2010S005623
96885,No mediate cause,2010S002407
96886,No mediate cause,2010S000218
96887,No mediate cause,2010S008809
96888,No mediate cause,2010S008571
96889,No mediate cause,2010S000244
96890,No mediate cause,2010S008883
96891,No mediate cause,2010S000973
96892,No mediate cause,2010S004392
96893,No mediate cause,2010S006404
96894,No mediate cause,2010S008330
96895,No mediate cause,2010S004921
96896,No mediate cause,2010S007725
96897,No mediate cause,2010S002556
96898,No mediate cause,2010S008472
96899,No mediate cause,2010S002891
96900,No mediate cause,2010S003543
96901,No mediate cause,2010S008283
96902,No mediate cause,2010S001422
96903,DrunkDriving,2010S000349
96904,No mediate cause,2010S006329
96905,No mediate cause,2010S001434
96906,No mediate cause,2010S004365
96907,No mediate cause,2010S005282
96908,No mediate cause,2010S001074
96909,No mediate cause,2010S007985
96910,No mediate cause,2010S007049
96911,No mediate cause,2010S000704
96912,No mediate cause,2010S007293
96913,No mediate cause,2010S002469
96914,No mediate cause,2010S002185
96915,No mediate cause,2010S007760
96916,No mediate cause,2010S000487
96917,No mediate cause,2010S003975
96918,No mediate cause,2010S003234
96919,No mediate cause,2010S007489
96920,No mediate cause,2010S002369
96921,No mediate cause,2010S001152
96922,No mediate cause,2010S001553
96923,No mediate cause,2010S004576
96924,No mediate cause,2010S004047
96925,No mediate cause,2010S004616
96926,No mediate cause,2010S000260
96927,No mediate cause,2010S002036
96928,No mediate cause,2010S008904
96929,No mediate cause,2010S005412
96930,DrunkDriving,2010S004117
96931,No mediate cause,2010S008359
96932,No mediate cause,2010S001616
96933,No mediate cause,2010S000074
96934,No mediate cause,2010S004252
96935,No mediate cause,2010S004098
96936,No mediate cause,2010S002223
96937,Speeding,2010S001958
96938,No mediate cause,2010S008431
96939,No mediate cause,2010S003408
96940,No mediate cause,2010S008855
96941,No mediate cause,2010S008554
96942,No mediate cause,2010S007944
96943,No mediate cause,2010S005686
96944,No mediate cause,2010S002065
96945,No mediate cause,2010S003132
96946,DrunkDriving,2010S006288
96947,No mediate cause,2010S007339
96948,DrunkDriving,2010S007203
96949,No mediate cause,2010S006424
96950,No mediate cause,2010S002934
96951,No mediate cause,2010S001809
96952,No mediate cause,2010S004720
96953,No mediate cause,2010S000808
96954,No mediate cause,2010S005403
96955,No mediate cause,2010S001134
96956,No mediate cause,2010S007630
96957,No mediate cause,2010S000821
96958,DrunkDriving,2010S004852
96959,No mediate cause,2010S001033
96960,No mediate cause,2010S004761
96961,No mediate cause,2010S008831
96962,Road_damaged,2010S008457
96963,No mediate cause,2010S000834
96964,DrunkDriving,2010S002156
96965,No mediate cause,2010S001101
96966,No mediate cause,2010S002685
96967,No mediate cause,2010S007934
96968,No mediate cause,2010S005471
96969,No mediate cause,2010S007131
96970,No mediate cause,2010S008975
96971,No mediate cause,2010S008362
96972,No mediate cause,2010S008165
96973,No mediate cause,2010S002439
96974,No mediate cause,2010S001980
96975,No mediate cause,2010S001488
96976,No mediate cause,2010S001064
96977,No mediate cause,2010S006102
96978,No mediate cause,2010S005670
96979,No mediate cause,2010S005804
96980,No mediate cause,2010S004729
96981,No mediate cause,2010S000227
96982,No mediate cause,2010S002061
96983,No mediate cause,2010S003056
96984,No mediate cause,2010S001350
96985,No mediate cause,2010S001231
96986,No mediate cause,2010S008189
96987,No mediate cause,2010S005029
96988,DrunkDriving,2010S002312
96989,No mediate cause,2010S004876
96990,No mediate cause,2010S002738
96991,No mediate cause,2010S005719
96992,No mediate cause,2010S007743
96993,No mediate cause,2010S005033
96994,No mediate cause,2010S000597
96995,No mediate cause,2010S003271
96996,No mediate cause,2010S007338
96997,Speeding,2010S007942
96998,No mediate cause,2010S007365
96999,No mediate cause,2010S006014
97000,No mediate cause,2010S001822
97001,No mediate cause,2010S008206
97002,No mediate cause,2010S003848
97003,No mediate cause,2010S006665
97004,No mediate cause,2010S004757
97005,No mediate cause,2010S005481
97006,No mediate cause,2010S001027
97007,No mediate cause,2010S004621
97008,No mediate cause,2010S004162
97009,No mediate cause,2010S006740
97010,No mediate cause,2010S006153
97011,No mediate cause,2010S006067
97012,No mediate cause,2010S007859
97013,No mediate cause,2010S002502
97014,No mediate cause,2010S003358
97015,No mediate cause,2010S008870
97016,No mediate cause,2010S002195
97017,No mediate cause,2010S005418
97018,No mediate cause,2010S004065
97019,No mediate cause,2010S006136
97020,No mediate cause,2010S006827
97021,No mediate cause,2010S001457
97022,DrunkDriving,2010S000092
97023,No mediate cause,2010S000590
97024,No mediate cause,2010S002349
97025,Signals_damaged,2010S002835
97026,No mediate cause,2010S005406
97027,No mediate cause,2010S006604
97028,No mediate cause,2010S000025
97029,No mediate cause,2010S002877
97030,No mediate cause,2010S003303
97031,No mediate cause,2010S005773
97032,No mediate cause,2010S001383
97033,No mediate cause,2010S005849
97034,No mediate cause,2010S002396
97035,No mediate cause,2010S008790
97036,No mediate cause,2010S001011
97037,No mediate cause,2010S004639
97038,No mediate cause,2010S004688
97039,No mediate cause,2010S005198
97040,No mediate cause,2010S000217
97041,No mediate cause,2010S009014
97042,No mediate cause,2010S002086
97043,Signals_damaged,2010S001855
97044,No mediate cause,2010S000159
97045,No mediate cause,2010S003706
97046,No mediate cause,2010S001160
97047,No mediate cause,2010S004772
97048,No mediate cause,2010S004694
97049,No mediate cause,2010S007444
97050,No mediate cause,2010S002854
97051,No mediate cause,2010S000511
97052,No mediate cause,2010S001351
97053,No mediate cause,2010S002474
97054,No mediate cause,2010S000205
97055,No mediate cause,2010S001401
97056,No mediate cause,2010S007532
97057,No mediate cause,2010S004549
97058,No mediate cause,2010S008532
97059,No mediate cause,2010S001802
97060,No mediate cause,2010S005543
97061,No mediate cause,2010S002464
97062,Road_damaged,2010S007659
97063,No mediate cause,2010S006800
97064,No mediate cause,2010S002191
97065,DrunkDriving,2010S006574
97066,No mediate cause,2010S008553
97067,No mediate cause,2010S003484
